"rowid","ARU.ID","ARU.Name","Date","Hour","Minute","Second","Species","Confidence","File","Week","True.Positive"
535,67004,"UF2-12","20240528",7,4,51,"Hooded Warbler",0.612371325492859,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240528_070400.wav",22,NA
536,67005,"UF2-4","20240528",8,1,36,"Hooded Warbler",0.407749742269516,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240528_080100.wav",22,NA
537,67007,"UF2-9","20240603",8,3,21,"Hooded Warbler",0.701622784137726,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240603_080300.wav",23,NA
538,67004,"UF2-12","20240524",7,2,48,"Hooded Warbler",0.607402801513672,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240524_070200.wav",21,NA
539,67007,"UF2-9","20240609",8,3,12,"Hooded Warbler",0.300965189933777,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240609_080300.wav",23,NA
540,67004,"UF2-12","20240608",8,0,42,"Hooded Warbler",0.727516055107117,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_080000.wav",23,NA
541,67007,"UF2-9","20240611",8,3,6,"Hooded Warbler",0.740646541118622,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240611_080300.wav",24,NA
542,67007,"UF2-9","20240613",7,1,48,"Hooded Warbler",0.374626040458679,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240613_070100.wav",24,NA
543,67004,"UF2-12","20240524",7,4,54,"Hooded Warbler",0.886136889457703,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240524_070400.wav",21,NA
544,67007,"UF2-9","20240608",7,3,27,"Hooded Warbler",0.3751001060009,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_070300.wav",23,NA
545,67006,"UF2-6","20240606",8,3,18,"Hooded Warbler",0.504794716835022,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240606_080300.wav",23,NA
546,67004,"UF2-12","20240517",8,0,6,"Hooded Warbler",0.818005084991455,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240517_080000.wav",20,NA
547,67004,"UF2-12","20240524",7,1,27,"Hooded Warbler",0.870381236076355,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240524_070100.wav",21,NA
548,67004,"UF2-12","20240517",7,1,39,"Hooded Warbler",0.501867890357971,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240517_070100.wav",20,NA
549,67007,"UF2-9","20240611",8,2,48,"Hooded Warbler",0.359052181243896,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240611_080200.wav",24,NA
550,67007,"UF2-9","20240609",8,2,30,"Hooded Warbler",0.551971793174744,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240609_080200.wav",23,NA
551,67004,"UF2-12","20240607",8,4,42,"Hooded Warbler",0.674309730529785,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240607_080400.wav",23,NA
552,67004,"UF2-12","20240517",8,0,27,"Hooded Warbler",0.650947988033295,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240517_080000.wav",20,NA
553,67007,"UF2-9","20240604",8,4,30,"Hooded Warbler",0.551586210727692,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240604_080400.wav",23,NA
554,67007,"UF2-9","20240528",8,3,3,"Hooded Warbler",0.343379378318787,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240528_080300.wav",22,NA
555,67004,"UF2-12","20240607",8,3,21,"Hooded Warbler",0.74106901884079,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240607_080300.wav",23,NA
556,67007,"UF2-9","20240609",8,1,45,"Hooded Warbler",0.38658019900322,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240609_080100.wav",23,NA
557,67007,"UF2-9","20240608",7,2,15,"Hooded Warbler",0.831849336624146,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_070200.wav",23,NA
558,67007,"UF2-9","20240608",7,2,15,"Hooded Warbler",0.831849336624146,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_070200.wav",23,NA
559,67007,"UF2-9","20240604",8,4,51,"Hooded Warbler",0.595854043960571,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240604_080400.wav",23,NA
560,67006,"UF2-6","20240524",8,3,57,"Hooded Warbler",0.501068294048309,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240524_080300.wav",21,NA
561,67007,"UF2-9","20240608",7,1,36,"Hooded Warbler",0.502591073513031,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_070100.wav",23,NA
562,67007,"UF2-9","20240608",6,2,51,"Hooded Warbler",0.647408545017242,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_060200.wav",23,NA
563,67007,"UF2-9","20240521",8,2,51,"Hooded Warbler",0.433638423681259,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240521_080200.wav",21,NA
564,67007,"UF2-9","20240603",7,4,0,"Hooded Warbler",0.365751147270203,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240603_070400.wav",23,NA
565,67004,"UF2-12","20240608",8,1,18,"Hooded Warbler",0.664545357227325,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_080100.wav",23,NA
566,67006,"UF2-6","20240606",8,2,30,"Hooded Warbler",0.835371851921082,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240606_080200.wav",23,NA
567,67004,"UF2-12","20240524",7,1,18,"Hooded Warbler",0.816161692142487,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240524_070100.wav",21,NA
568,67007,"UF2-9","20240608",6,3,27,"Hooded Warbler",0.477501660585403,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_060300.wav",23,NA
569,67007,"UF2-9","20240603",8,4,0,"Hooded Warbler",0.620654821395874,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240603_080400.wav",23,NA
570,67004,"UF2-12","20240517",7,1,45,"Hooded Warbler",0.588914752006531,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240517_070100.wav",20,NA
571,67007,"UF2-9","20240530",7,4,3,"Hooded Warbler",0.576630055904388,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240530_070400.wav",22,NA
572,67007,"UF2-9","20240529",7,3,6,"Hooded Warbler",0.594157695770264,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240529_070300.wav",22,NA
573,67007,"UF2-9","20240602",7,1,0,"Hooded Warbler",0.404265582561493,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240602_070100.wav",22,NA
574,67004,"UF2-12","20240517",8,1,45,"Hooded Warbler",0.834081530570984,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240517_080100.wav",20,NA
575,67007,"UF2-9","20240531",8,2,36,"Hooded Warbler",0.538261651992798,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240531_080200.wav",22,NA
576,67007,"UF2-9","20240604",8,1,15,"Hooded Warbler",0.501932501792908,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240604_080100.wav",23,NA
577,67007,"UF2-9","20240603",7,1,39,"Hooded Warbler",0.335117340087891,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240603_070100.wav",23,NA
578,67004,"UF2-12","20240519",7,2,27,"Hooded Warbler",0.684177219867706,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240519_070200.wav",20,NA
579,67007,"UF2-9","20240611",8,1,36,"Hooded Warbler",0.874951481819153,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240611_080100.wav",24,NA
580,67007,"UF2-9","20240521",8,4,36,"Hooded Warbler",0.51991081237793,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240521_080400.wav",21,NA
581,67007,"UF2-9","20240608",7,2,42,"Hooded Warbler",0.614732146263123,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_070200.wav",23,NA
582,66998,"UF3-1","20240521",6,4,39,"Hooded Warbler",0.833043217658997,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240521_060400.wav",21,NA
583,67007,"UF2-9","20240611",8,3,42,"Hooded Warbler",0.794308364391327,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240611_080300.wav",24,NA
584,67004,"UF2-12","20240517",7,0,51,"Hooded Warbler",0.700722575187683,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240517_070000.wav",20,NA
585,66998,"UF3-1","20240521",6,4,54,"Hooded Warbler",0.806374073028564,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240521_060400.wav",21,NA
586,67007,"UF2-9","20240530",7,1,54,"Hooded Warbler",0.437468230724335,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240530_070100.wav",22,NA
587,67006,"UF2-6","20240531",6,2,33,"Hooded Warbler",0.310753881931305,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240531_060200.wav",22,NA
588,67007,"UF2-9","20240611",8,1,54,"Hooded Warbler",0.803475141525269,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240611_080100.wav",24,NA
589,67004,"UF2-12","20240609",6,2,30,"Hooded Warbler",0.501396238803864,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240609_060200.wav",23,NA
590,67007,"UF2-9","20240611",8,2,30,"Hooded Warbler",0.92616069316864,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240611_080200.wav",24,NA
591,67007,"UF2-9","20240611",8,0,54,"Hooded Warbler",0.846434414386749,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240611_080000.wav",24,NA
592,67004,"UF2-12","20240608",8,1,27,"Hooded Warbler",0.905685842037201,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240608_080100.wav",23,NA
593,67004,"UF2-12","20240519",7,3,27,"Hooded Warbler",0.56427663564682,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240519_070300.wav",20,NA
594,67004,"UF2-12","20240524",7,2,51,"Hooded Warbler",0.98754346370697,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240524_070200.wav",21,NA
595,67007,"UF2-9","20240602",7,1,0,"Hooded Warbler",0.404265582561493,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240602_070100.wav",22,NA
596,67004,"UF2-12","20240519",7,3,57,"Hooded Warbler",0.38255375623703,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240519_070300.wav",20,NA
597,67007,"UF2-9","20240609",8,2,15,"Hooded Warbler",0.658429801464081,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240609_080200.wav",23,NA
598,67004,"UF2-12","20240519",7,1,30,"Hooded Warbler",0.920357823371887,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240519_070100.wav",20,NA
599,67004,"UF2-12","20240524",7,3,24,"Hooded Warbler",0.952424585819244,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240524_070300.wav",21,NA
600,67004,"UF2-12","20240519",7,1,42,"Hooded Warbler",0.856648087501526,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Hooded_Warbler\20240519_070100.wav",20,NA
601,67007,"UF2-9","20240603",7,0,15,"Kentucky Warbler",0.314666926860809,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240603_070000.wav",23,NA
602,67005,"UF2-4","20240611",6,2,36,"Kentucky Warbler",0.354211688041687,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_060200.wav",24,NA
603,67003,"UF2-1","20240604",7,1,48,"Kentucky Warbler",0.504721939563751,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240604_070100.wav",23,NA
604,67007,"UF2-9","20240607",8,2,33,"Kentucky Warbler",0.513717174530029,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_080200.wav",23,NA
605,67007,"UF2-9","20240607",8,1,36,"Kentucky Warbler",0.436149507761002,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_080100.wav",23,NA
606,66998,"UF3-1","20240610",8,4,54,"Kentucky Warbler",0.337196320295334,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_080400.wav",24,NA
607,67003,"UF2-1","20240612",7,2,30,"Kentucky Warbler",0.321314692497253,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240612_070200.wav",24,NA
608,67003,"UF2-1","20240609",6,0,15,"Kentucky Warbler",0.548706591129303,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_060000.wav",23,NA
609,67003,"UF2-1","20240610",8,3,54,"Kentucky Warbler",0.502567708492279,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_080300.wav",24,NA
610,67005,"UF2-4","20240610",8,4,54,"Kentucky Warbler",0.543176770210266,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_080400.wav",24,NA
611,67002,"UF3-4","20240611",6,3,54,"Kentucky Warbler",0.354331761598587,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_060300.wav",24,NA
612,67007,"UF2-9","20240605",7,0,51,"Kentucky Warbler",0.333882838487625,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_070000.wav",23,NA
613,67007,"UF2-9","20240610",8,3,45,"Kentucky Warbler",0.537055969238281,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_080300.wav",24,NA
614,67000,"UF3-9","20240529",6,2,45,"Kentucky Warbler",0.311199694871902,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240529_060200.wav",22,NA
615,67003,"UF2-1","20240526",8,2,0,"Kentucky Warbler",0.648771107196808,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_080200.wav",21,NA
616,67003,"UF2-1","20240609",6,3,3,"Kentucky Warbler",0.787676870822906,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_060300.wav",23,NA
617,67004,"UF2-12","20240520",6,3,57,"Kentucky Warbler",0.364794731140137,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240520_060300.wav",21,NA
618,66998,"UF3-1","20240613",7,0,6,"Kentucky Warbler",0.324632912874222,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_070000.wav",24,NA
619,67001,"UF3-7","20240622",8,1,21,"Kentucky Warbler",0.325132578611374,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240622_080100.wav",25,NA
620,67004,"UF2-12","20240607",7,1,54,"Kentucky Warbler",0.315228641033173,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_070100.wav",23,NA
621,67003,"UF2-1","20240528",7,1,30,"Kentucky Warbler",0.344713300466537,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240528_070100.wav",22,NA
622,67007,"UF2-9","20240609",8,3,54,"Kentucky Warbler",0.369931519031525,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_080300.wav",23,NA
623,66998,"UF3-1","20240605",6,3,42,"Kentucky Warbler",0.483877450227737,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240605_060300.wav",23,NA
624,67001,"UF3-7","20240608",8,2,54,"Kentucky Warbler",0.542466461658478,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240608_080200.wav",23,NA
625,67003,"UF2-1","20240602",6,3,3,"Kentucky Warbler",0.525220274925232,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_060300.wav",22,NA
626,67007,"UF2-9","20240526",8,2,48,"Kentucky Warbler",0.849383115768433,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_080200.wav",21,NA
627,67007,"UF2-9","20240525",7,2,18,"Kentucky Warbler",0.523955821990967,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240525_070200.wav",21,NA
628,66998,"UF3-1","20240613",6,3,57,"Kentucky Warbler",0.504978120326996,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_060300.wav",24,NA
629,66998,"UF3-1","20240611",6,0,30,"Kentucky Warbler",0.505814254283905,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240611_060000.wav",24,NA
630,67005,"UF2-4","20240607",7,3,18,"Kentucky Warbler",0.474505811929703,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_070300.wav",23,NA
631,67007,"UF2-9","20240525",6,3,48,"Kentucky Warbler",0.327100366353989,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240525_060300.wav",21,NA
632,66998,"UF3-1","20240602",8,2,57,"Kentucky Warbler",0.449390172958374,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_080200.wav",22,NA
633,67007,"UF2-9","20240523",6,2,21,"Kentucky Warbler",0.496972650289536,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240523_060200.wav",21,NA
634,67004,"UF2-12","20240529",8,3,42,"Kentucky Warbler",0.501600861549377,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240529_080300.wav",22,NA
635,67007,"UF2-9","20240607",6,0,27,"Kentucky Warbler",0.547887146472931,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_060000.wav",23,NA
636,67005,"UF2-4","20240612",7,0,21,"Kentucky Warbler",0.415279507637024,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240612_070000.wav",24,NA
637,67003,"UF2-1","20240528",7,4,54,"Kentucky Warbler",0.490437984466553,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240528_070400.wav",22,NA
638,67004,"UF2-12","20240526",6,3,3,"Kentucky Warbler",0.49297508597374,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060300.wav",21,NA
639,67003,"UF2-1","20240526",6,1,24,"Kentucky Warbler",0.515582144260406,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_060100.wav",21,NA
640,67005,"UF2-4","20240606",6,2,9,"Kentucky Warbler",0.518864750862122,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_060200.wav",23,NA
641,67007,"UF2-9","20240526",7,2,15,"Kentucky Warbler",0.518145799636841,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_070200.wav",21,NA
642,67007,"UF2-9","20240523",6,2,24,"Kentucky Warbler",0.345572113990784,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240523_060200.wav",21,NA
643,67007,"UF2-9","20240526",8,4,45,"Kentucky Warbler",0.407548159360886,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_080400.wav",21,NA
644,67003,"UF2-1","20240609",6,0,27,"Kentucky Warbler",0.539325356483459,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240609_060000.wav",23,NA
645,66998,"UF3-1","20240607",8,3,15,"Kentucky Warbler",0.448925346136093,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_080300.wav",23,NA
646,67007,"UF2-9","20240606",6,1,36,"Kentucky Warbler",0.401243329048157,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240606_060100.wav",23,NA
647,67005,"UF2-4","20240610",7,3,30,"Kentucky Warbler",0.372290521860123,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_070300.wav",24,NA
648,67007,"UF2-9","20240526",8,1,0,"Kentucky Warbler",0.411012291908264,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240526_080100.wav",21,NA
649,67003,"UF2-1","20240613",6,2,18,"Kentucky Warbler",0.561252176761627,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_060200.wav",24,NA
650,67007,"UF2-9","20240522",7,0,6,"Kentucky Warbler",0.495268791913986,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240522_070000.wav",21,NA
651,67007,"UF2-9","20240529",8,2,24,"Kentucky Warbler",0.345739364624023,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240529_080200.wav",22,NA
652,67005,"UF2-4","20240612",6,3,48,"Kentucky Warbler",0.547563314437866,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240612_060300.wav",24,NA
653,67005,"UF2-4","20240525",6,4,39,"Kentucky Warbler",0.602161049842834,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240525_060400.wav",21,NA
654,67007,"UF2-9","20240528",6,2,45,"Kentucky Warbler",0.342457354068756,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240528_060200.wav",22,NA
655,67007,"UF2-9","20240607",6,0,12,"Kentucky Warbler",0.666295886039734,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240607_060000.wav",23,NA
656,67005,"UF2-4","20240602",7,0,12,"Kentucky Warbler",0.519960701465607,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240602_070000.wav",22,NA
657,67005,"UF2-4","20240613",7,4,12,"Kentucky Warbler",0.513660967350006,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240613_070400.wav",24,NA
658,66998,"UF3-1","20240610",6,4,15,"Kentucky Warbler",0.397638976573944,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240610_060400.wav",24,NA
659,67000,"UF3-9","20240522",6,0,15,"Kentucky Warbler",0.301840901374817,"C:\Users\willh\Documents\NCSU\Data\Audio\UF_Validations\Kentucky_Warbler\20240522_060000.wav",21,NA
